t,pwm,V,i,theta_m,omega_m,theta_l,omega_l,enc_m,enc_o,temp
11.5375,-0.837291227913155,-9.87771166843246,-3.32194154861516,31.0360515013202,-65.3256948624461,0.620738101026917,-1.28925100228148,31.0354993005023,0.621262219093685,54.3589423904912
11.538,-0.845619170935901,-9.9863370122074,-3.28812550138508,31.0024937679447,-68.9052386395469,0.62007552922139,-1.36103621983348,31.0032857039567,0.620878723896713,54.359049224523
11.5385,-0.853371476499504,-10.0874540412979,-3.25169939362502,30.9671588005498,-72.4346309405878,0.619377291701903,-1.43191385811816,30.9680041458353,0.62011173350277,54.3591560407506
11.539,-0.86054279821655,-10.1809930202159,-3.21287265015838,30.9300740182453,-75.9044982770422,0.618643918122832,-1.50158045816507,30.9296546261382,0.619344743108828,54.3592628391771
11.5395,-0.867128184461714,-10.2668893625441,-3.17183565888844,30.8912713195093,-79.3062966670798,0.617876047609806,-1.56990159393886,30.891305106441,0.618577752714885,54.3593696198052
11.54,-0.873123081850647,-10.3450836763128,-3.12873051053956,30.8507860645258,-82.634723266889,0.617074364748882,-1.63682984975274,30.851421605956,0.617810762320942,54.3594763826381
11.54015,-0.874805774471148,-10.367031840928,-3.11540545288639,30.8383170485636,-83.618822894644,0.616827356753341,-1.65661009078767,30.8391497596529,0.617810762320942,54.3595084080184
11.5403,-0.87643484163801,-10.3882805431045,-3.10189778676712,30.8257009130454,-84.5963173491,0.616577391280214,-1.67626288423959,30.825343932562,0.617427267123971,54.3595404317974
11.5408,-0.881476488943496,-10.4540411601326,-3.05550517479632,30.7825994080251,-87.809702731933,0.615723112062435,-1.74085398687871,30.7823924705012,0.616660276730028,54.3596471661639
11.541,-0.883325206707082,-10.4781548700924,-3.03634309917168,30.7649107883043,-89.0764944763122,0.615372396161307,-1.76630502441128,30.7655186818344,0.615893286336085,54.3596898549299
11.5415,-0.887525346124777,-10.5329392972797,-2.98677171057075,30.7195907516789,-92.2036520254664,0.614473541829997,-1.82911230082749,30.7194992581978,0.615126295942142,54.3597965643947
11.542,-0.89112082563341,-10.579836856088,-2.93464022163669,30.6727196753449,-95.2806533109524,0.613543545693174,-1.89087224647397,30.6719458537734,0.613975810351228,54.3599032560761
11.5425,-0.894109125704365,-10.6188146831004,-2.87972971808994,30.6243210120109,-98.3140000255663,0.612582881255901,-1.95178550262386,30.6243924493489,0.613208819957285,54.360009929977
11.543,-0.896488140175858,-10.6498453066416,-2.8219324620056,30.574416361302,-101.304602808757,0.611591990931316,-2.01177579569767,30.5737710833487,0.612441829563342,54.3601165861004
11.5435,-0.898256177798841,-10.6729066669414,-2.76133198520897,30.5230292411383,-104.243877846182,0.6105713554898,-2.07076597036803,30.5231497173485,0.611291343972428,54.3602232244493
11.544,-0.899411963500695,-10.6879821326178,-2.6982295226371,30.4701893875934,-107.115536334034,0.609521526017837,-2.1285519174928,30.4694603897725,0.610524353578485,54.3603298450266
11.5445,-0.899954639365543,-10.6950605134636,-2.63305858155417,30.4159353459941,-109.900630063426,0.608443199794319,-2.18475297658732,30.4157710621965,0.609373867987571,54.3604364478353
11.545,-0.899883765330403,-10.694136069527,-2.56623582895961,30.3603140796583,-112.584435279773,0.607337288443203,-2.23889242787502,30.3605477538326,0.607839887199685,54.3605430328783
11.5455,-0.899199319596739,-10.6852085164792,-2.498020665679,30.3033777700418,-115.160803186021,0.606204850924769,-2.29085764586107,30.3037904646808,0.607072896805743,54.3606496001586
11.546,-0.897901698756877,-10.6682830272636,-2.42841616092536,30.2451786355417,-117.635734814802,0.605046925900043,-2.34084245305211,30.2454991947412,0.605922411214828,54.3607561496792
11.5465,-0.895991717635105,-10.6433702300231,-2.3571382267538,30.1857631337905,-120.026272190625,0.603864462176304,-2.38901244191525,30.1856739440136,0.604771925623914,54.3608626814431
11.547,-0.89347060884345,-10.6104862023059,-2.28376222339218,30.1251690960964,-122.349878584558,0.602658264675012,-2.43577756322735,30.1258486932861,0.603237944836028,54.3609691954531
11.5475,-0.890340022052474,-10.569652461554,-2.20796321953003,30.0634276671677,-124.61583713023,0.601428981755745,-2.48135411384438,30.0629554809828,0.602087459245114,54.3610756917122
11.548,-0.88660202297703,-10.5208959518743,-2.12971384564014,30.0005692020136,-126.818023487126,0.600177216313158,-2.52570765651391,30.0000622686795,0.6009369736542,54.3611821702235
11.5485,-0.88225909207813,-10.464249027106,-2.04935849599564,29.9366306470387,-128.93619641283,0.59890366627817,-2.56849248344901,29.9356350755883,0.599786488063286,54.3612886309898
11.549,-0.877314122981178,-10.3997494301893,-1.9674813270094,29.8716602812923,-130.945266572312,0.597609239004592,-2.60921661085636,29.872741863285,0.5982525072754,54.3613950740141
11.5495,-0.871770420611959,-10.3274402688516,-1.88462371082433,29.8057168070136,-132.82863054255,0.596295062399628,-2.64748980900228,29.8067806894059,0.597102021684486,54.3615014992994
11.55,-0.865631699051215,-10.2473699876245,-1.80099821691688,29.7388627200695,-134.587717233608,0.594962378553047,-2.68324557731419,29.7392855347389,0.595951536093572,54.3616079068487
11.5505,-0.858902079109084,-10.1595923362054,-1.71637816186928,29.6711554716877,-136.241276293438,0.593612371723894,-2.71678173929758,29.671790380072,0.594417555305686,54.3617142966648
11.551,-0.851586085621635,-10.0641663341952,-1.63025344911598,29.6026417473182,-137.813621185295,0.592246032139201,-2.74857659948717,29.6027612446171,0.5928835745178,54.3618206687508
11.5515,-0.843688644470194,-9.96115623221992,-1.54218071213661,29.533358748729,-139.318373172079,0.590864144415597,-2.7789742949427,29.5337321091622,0.591349593729915,54.3619270231095
11.552,-0.835215079326029,-9.85063146946994,-1.45211586797358,29.46334212758,-140.74811142382,0.589467416837681,-2.80793601671143,29.4631689929195,0.590199108139,54.3620333597441
11.5525,-0.826171108122767,-9.73266662768826,-1.3605041975703,29.3926357210456,-142.077514713712,0.588056675066451,-2.83503106821022,29.3926058766768,0.589048622548086,54.3621396786573
11.553,-0.816562839257918,-9.60734138162502,-1.26804522454818,29.3212965854899,-143.279027508685,0.586632993439453,-2.85969543977584,29.3205087796461,0.587514641760201,54.3622459798522
11.5535,-0.806396767526703,-9.47474044600048,-1.17526905507128,29.2493915574532,-144.34108463811,0.585197669691101,-2.8815995536311,29.2499456634034,0.585980660972315,54.3623522633317
11.554,-0.795679769790907,-9.33495351901183,-1.08220903788289,29.176987268386,-145.2760716315,0.583752051716073,-2.90087234649598,29.1763145855849,0.584830175381401,54.3624585290987
11.5545,-0.78441910038496,-9.18807522241253,-0.988411699665891,29.1041403586723,-146.111567223712,0.58229733104233,-2.91801034848955,29.1042174885543,0.583296194593515,54.3625647771563
11.555,-0.77262238626282,-9.03420503821069,-0.893296952221136,29.0308948964136,-146.870281811047,0.580834448728867,-2.93351890535417,29.0305864107358,0.581762213805629,54.3626710075073
11.5555,-0.760297621889002,-8.87344724203046,-0.796623735387625,28.9572891097201,-147.552864962758,0.57936418534969,-2.94753461135472,28.9569553329172,0.580228233017744,54.3627772201547
11.556,-0.747453163876475,-8.70591083317141,-0.698723327287513,28.8833667858898,-148.136430358266,0.57788737500132,-2.9597067821146,28.8833242550987,0.578694252229858,54.3628834151016
11.5565,-0.734097725375334,-8.53170946141741,-0.600317934085762,28.8091850430985,-148.59054080664,0.576405089107794,-2.9694367919897,28.8096931772802,0.577160271441972,54.3629895923507
11.557,-0.720240370216498,-8.35096135064998,-0.502044724435965,28.7348125835271,-148.899297479827,0.574918652543709,-2.97630946436523,28.7345281186738,0.575626290654087,54.3630957519051
11.5575,-0.705890506813145,-8.16378921930189,-0.404043636325127,28.660319703404,-149.07222301312,0.573429440127982,-2.98054019855716,28.6593630600674,0.574092309866201,54.3632018937677
11.558,-0.691057881824957,-7.97032019771683,-0.305873789544938,28.5857666321098,-149.140062163566,0.571938732308942,-2.98229107759524,28.5857319822489,0.572558329078316,54.3633080179415
11.5585,-0.675752573589669,-7.77068574247395,-0.206908066055782,28.5111997637299,-149.127411355775,0.5704475953955,-2.98225657617242,28.5105669236425,0.571407843487401,54.3634141244294
11.559,-0.659984985324604,-7.56502154771223,-0.106886346600647,28.4366589542109,-149.035826719882,0.568956818739059,-2.98085004958305,28.436935845824,0.569873862699516,54.3635202132343
11.5595,-0.643765838104523,-7.35346745353725,-0.00611522299896135,28.3621888136647,-148.844735465182,0.567467228333347,-2.97751157326618,28.3617707872176,0.56833988191163,54.3636262843593
11.56,-0.627106163620077,-7.13616735156622,0.0946905871367986,28.2878468278966,-148.523207607831,0.565979914643435,-2.97174318639525,28.2881397093991,0.566805901123744,54.3637323378072
11.5605,-0.610017296720824,-6.91326908766292,0.194873435040387,28.2137021769998,-148.05539597998,0.564496207081492,-2.96308706139143,28.2129746507927,0.565271920335859,54.363838373581
11.561,-0.592510867748883,-6.68492436194195,0.29428515256158,28.1398255067005,-147.451285217025,0.56301752850885,-2.95162722916738,28.1393435729742,0.563354444351002,54.3639443916836
11.5615,-0.574598794668265,-6.4512886261078,0.393331686522485,28.0662778080298,-146.739509465755,0.561545157201518,-2.93785800016119,28.0657124951557,0.562203958760087,54.3640503921181
11.562,-0.556293274994118,-6.21252097818415,0.492618248734065,27.9931063950338,-145.946142518807,0.560080106338097,-2.92234545353622,27.9936153981251,0.560669977972202,54.3641563748873
11.5625,-0.537606777528538,-5.96878405472007,0.592446822706197,27.9203509334153,-145.075703955739,0.558623172052837,-2.9053916875198,27.9199843203066,0.559519492381288,54.3642623399941
11.563,-0.518552033908269,-5.72024392054263,0.69256926861943,27.8480544081663,-144.110397039007,0.557175191527688,-2.88653041304603,27.8478872232759,0.557985511593402,54.3643682874416
11.5635,-0.499142029969606,-5.46706995612529,0.792316256492041,27.7762715136531,-143.021181013705,0.555737235679766,-2.86529297864391,27.7757901262453,0.556451530805516,54.3644742172326
11.564,-0.479389996935962,-5.20943474264299,0.891010390322671,27.705068782353,-141.789744187472,0.55431056709558,-2.84138135811065,27.7052270100026,0.555301045214602,54.3645801293701
11.5645,-0.459309402435774,-4.94751394481444,0.988406145953029,27.6345159159968,-140.421721237873,0.552896524202624,-2.8147902137291,27.6346638937598,0.553767064426716,54.3646860238571
11.565,-0.438913941354244,-4.6814861915771,1.08481404770647,27.5646746343607,-138.943405306415,0.551496412624053,-2.78565610054719,27.5641007775171,0.552233083638831,54.3647919006965
11.5655,-0.418217526527986,-4.41153295471285,1.18080307106044,27.495593477208,-137.381223304207,0.550111336937547,-2.75464664547662,27.4950716420622,0.550699102850945,54.3648977598912
11.566,-0.397234279286126,-4.13783842547121,1.27675025586229,27.4273116151898,-135.746224768443,0.548742092652856,-2.72233049327955,27.4275764873953,0.549548617260031,54.3650036014442
11.5665,-0.375978519846435,-3.86058938930133,1.37260649012723,27.3598673463134,-134.030850737178,0.547389409555946,-2.68840189436419,27.3600813327283,0.548014636472145,54.3651094253584
11.567,-0.354464757571225,-3.57997509875511,1.46788844565922,27.29330675496,-132.211514676689,0.546054172000269,-2.65254832835319,27.2925861780613,0.546864150881231,54.3652152316367
11.5675,-0.332707681091618,-3.29618714467328,1.56193703145788,27.2276872031139,-130.266692708508,0.544737467846843,-2.61426828536291,27.2281589849701,0.545713665290317,54.3653210202821
11.568,-0.310722148304795,-3.00941932571472,1.654298196086,27.1630732068402,-128.189292386116,0.543440562661097,-2.57335245761834,27.1637317918789,0.544179684502431,54.3654267912976
11.5685,-0.288523176252361,-2.71986751633515,1.74493119791461,27.0995281486716,-125.990940288037,0.542164740231129,-2.52993726225024,27.0993045987877,0.542645703714546,54.365532544686
11.569,-0.266125930886578,-2.42772953330319,1.83417309898055,27.0371067014437,-123.694848623157,0.54091114417146,-2.48444697641939,27.0379453672723,0.541495218123631,54.3656382804504
11.5695,-0.243545716730851,-2.13320500083718,1.92249319068404,26.9758521649594,-121.323297314363,0.539680695497325,-2.43734772012053,26.9765861357569,0.540344732532717,54.3657439985935
11.57,-0.220797966441721,-1.83649521445723,2.01020191885133,26.915799625506,-118.886860499631,0.538474128810793,-2.38891902601848,26.9152269042415,0.538810751744832,54.3658496991185
11.5705,-0.197898230279978,-1.53780300365189,2.09726677933828,26.8569827988288,-116.380446209662,0.537292096964207,-2.33920836033737,26.8569356343018,0.537660266153917,54.3659553820281
11.571,-0.174862165497362,-1.23733259344385,2.18333838948116,26.7994403530536,-113.789336890781,0.536135348966131,-2.28778363196228,26.80017834515,0.536893275759974,54.3660610473254
11.5715,-0.151705525646534,-0.935289464954785,2.26790494088505,26.7432191439439,-111.095499547987,0.53500481431605,-2.23435496836304,26.7434210559983,0.53574279016906,54.3661666950133
11.572,-0.128444149821616,-0.631880215064554,2.3504949055122,26.6883733974335,-108.287486493362,0.533901532793459,-2.17877112199165,26.6881977476344,0.534592304578146,54.3662723250947
11.5725,-0.105093951835765,-0.327312415249103,2.43087796681569,26.6349598749457,-105.366603458155,0.532826621193847,-2.12087527645964,26.6345084200584,0.533441818987232,54.3663779375726
11.573,-0.0816709093450386,-0.0217944697178943,2.50910524016893,26.5830322357176,-102.343953454695,0.531781179231876,-2.06089257143276,26.5838870540582,0.532674828593289,54.3664835324499
11.5732945063077,-0.0678468247749116,-0,2.52497111550005,26.553158046076,-100.532445889311,0.531179547713311,-2.024802728855,26.5532074383004,0.531907838199346,54.3665457209292
11.5735890126153,-0.0540063116420024,-0,2.49961448649567,26.5238161693023,-98.7290029153894,0.530588552492114,-1.98866119919105,26.5240618033306,0.531524343002375,54.3666079033039
11.573883518923,-0.040152657237063,-0,2.45990037523491,26.4950011422203,-96.9545959219005,0.530008142032523,-1.95292133731958,26.4949161683608,0.530757352608432,54.3666700795746
11.574,-0.0346704550993509,-0,2.44301404995762,26.4837480704188,-96.2625701750529,0.529781476774258,-1.93895988649714,26.4841783028456,0.530757352608432,54.3666946694143
11.5743074961004,-0.0201922083306277,-0,2.39813374580686,26.4544241920906,-94.4642604640866,0.529190831620728,-1.90268332673512,26.4550326678758,0.529990362214489,54.3667595790608
11.574733262655,-0.000136876998166809,-0,2.33669809820897,26.4147198877447,-92.0431291458913,0.528391134618943,-1.85382123212403,26.4151491673907,0.529223371820546,54.3668494435479
11.575,0.012428530878263,0,2.29906983510016,26.390365521766,-90.5662162401382,0.527900626229184,-1.82401690329003,26.3906054747846,0.528839876623575,54.3669057360114
11.5755,0.0359746632920601,0,2.23049778353026,26.3457555660954,-87.8736064422873,0.527002196015237,-1.76970395249576,26.3461200319359,0.527689391032661,54.3670112429296
11.576,0.0594970477174301,0,2.16429057028989,26.3024697546897,-85.2696391809047,0.526130463182159,-1.71722737982596,26.3031685698751,0.526922400638718,54.3671167322647
11.5765,0.082979567192145,0.0388639198975431,2.10977104363171,26.2604686534166,-82.734765911684,0.525284597257355,-1.66623631939638,26.2602171078143,0.526155410244775,54.3672222040198
11.5768013541785,0.0971066793055988,0.223130599638245,2.11365511065528,26.2357644017984,-81.2201640963063,0.524787037779206,-1.635921166507,26.2356734152081,0.525388419850832,54.3672857642383
11.577,0.106406129003871,0.344427769615714,2.13989105264785,26.219730489922,-80.2119944222705,0.524464060449799,-1.61586965290365,26.2203336073293,0.525004924653861,54.3673276581977
11.5773029039837,0.120564122721214,0.529097252885401,2.18832580081187,26.1956714019865,-78.6442057542392,0.523979313432412,-1.58479487084485,26.1957899147231,0.524621429456889,54.3673915346305
11.5775220151688,0.130787078129236,0.662440149511776,2.22560675730049,26.1785665442717,-77.4852744364753,0.523634581379917,-1.56184551976596,26.1789161260564,0.524237934259918,54.3674377368067
11.5778858387913,0.147723513759007,0.883350179465305,2.28737613483999,26.1507342051874,-75.5138018468695,0.523073447924038,-1.52280001293743,26.1513044718744,0.523854439062946,54.3675144458532
11.578,0.153027196213832,0.952528646267379,2.30654274921453,26.1421494538493,-74.8831925996474,0.522900316374577,-1.51030644028696,26.1421005871471,0.523854439062946,54.3675385138338
11.5785,0.176189736623906,1.25464873857269,2.38855724467762,26.1054141958799,-72.0578392777577,0.522159165804503,-1.45429584000861,26.1052850482378,0.523087448669004,54.3676439152977
11.579,0.199232411328263,1.55520536515126,2.4673812511607,26.0701158413753,-69.1355787406094,0.521446516763854,-1.39630032258162,26.0700034901165,0.522320458275061,54.3677492991963
11.5795,0.222139413838469,1.85399235441481,2.54308559818298,26.0363001180095,-66.1273147227,0.520763308857505,-1.33653130281813,26.036255912783,0.521553467881118,54.3678546655323
11.58,0.244895027657497,2.15080470857605,2.61583685146213,26.0040073662953,-63.0436921344511,0.520110374540572,-1.27520596491966,26.0040423162374,0.520786477487175,54.3679600143088
11.5805,0.267483637078205,2.44543874449833,2.68578075715899,25.9732729684175,-59.8938993767794,0.519488444288909,-1.21251504173506,25.9733627004797,0.520402982290204,54.3680653455285
11.581,0.28988973791496,2.7376922336734,2.75301909760844,25.9441282413562,-56.6850088684516,0.51889816245574,-1.1486122909395,25.9442170655099,0.519635991896261,54.3681706591946
11.5815,0.312097948163616,3.02736454126456,2.81760052949629,25.9166015146409,-53.4218979924866,0.518340108155951,-1.08360490821749,25.9166054113279,0.518869001502318,54.3682759553098
11.582,0.334093018580667,3.31425676409566,2.87952297560292,25.8907191616557,-50.1075139485338,0.517814816747845,-1.01756072420243,25.8905277379339,0.518102011108375,54.3683812338771
11.5825,0.355859843175702,3.59817186750916,2.93874346759042,25.8665064354619,-46.7433908265983,0.517322797504189,-0.950516250423214,25.8659840453277,0.517718515911404,54.3684864948995
11.583,0.377383469608341,3.87891482097835,2.99519189716516,25.8439880309611,-43.3302271768646,0.516864546272047,-0.882488678146236,25.8445083142973,0.517718515911404,54.3685917383798
11.5835,0.398649109484105,4.15629273240137,3.04878502309286,25.8231883682662,-39.8684236029696,0.516440552418884,-0.813486734512678,25.8230325832669,0.516951525517461,54.368696964321
11.584,0.419642148540928,4.43011498096863,3.0994385493341,25.8041316358463,-36.3585060763513,0.516051300773473,-0.74351984712656,25.8046248138123,0.51656803032049,54.368802172726
11.5845,0.440348156719619,4.70019334851677,3.14707605583202,25.7868416563771,-32.801411800497,0.515697269688173,-0.672604494075522,25.7877510251455,0.516184535123518,54.3689073635977
11.585,0.460752898111765,4.96634214928389,3.1916345501991,25.7713416428621,-29.198642259411,0.515378926592533,-0.600767888480783,25.7708772364788,0.516184535123518,54.3690125369391
11.5855,0.480842340777567,5.22837835796827,3.23306700403816,25.7576539053176,-25.5523079185944,0.515096722285038,-0.528049341500287,25.7570714093878,0.515801039926547,54.369117692753
11.586,0.500602666427181,5.48612173600671,3.27134257071585,25.7457995543732,-21.8650958591731,0.514851084965097,-0.454499938267726,25.7463335438726,0.515801039926547,54.3692228310425
11.5865,0.520020279959008,5.73939495598706,3.30644233753137,25.7357982910825,-18.1399573034371,0.514642404594019,-0.38022154604647,25.7355956783574,0.515417544729575,54.3693279518103
11.587,0.539081818847545,5.98802372409841,3.33836714365106,25.7276680416099,-14.3810405869094,0.514471052485598,-0.30518688763466,25.727925774418,0.515034049532604,54.3694330550595
11.5875,0.557774162375093,6.23183690054469,3.36712467864879,25.7214248511602,-10.591721212128,0.514337378728746,-0.229508139772651,25.7217898512664,0.515034049532604,54.3695381407929
11.588,0.576084440700953,6.47066661783852,3.39267388120676,25.717083891128,-6.77211891674427,0.514241681812031,-0.153279527087439,25.7171879089028,0.515034049532604,54.3696432090135
11.5885,0.594000043761071,6.70434839688353,3.4148292967592,25.7146623802664,-2.91392452954788,0.514184283834966,-0.0763123811714623,25.7156539281149,0.515034049532604,54.3697482597242
11.589,0.611508629992688,6.93272126077419,3.43464759232691,25.7141547767081,0.883510296538421,0.514165202538744,-1.28037191437171e-05,25.714119947327,0.514650554335633,54.3698532929279
11.5895,0.62859813487769,7.15562784623075,3.45330018569974,25.7155305185292,4.6194569875751,0.514183899708345,0.0748014821233539,25.7156539281149,0.514650554335633,54.3699583086276
11.59,0.645256779298369,7.37291451258742,3.46951885927618,25.7187828531377,8.38988144669833,0.514240055680314,0.149822405753815,25.7187218896907,0.514650554335633,54.370063306826
11.5905,0.661473077700353,7.58443144826547,3.48225122431921,25.7239245584556,12.1769398248216,0.514333892713169,0.225525725666081,25.7233238320543,0.514650554335633,54.3701682875263
11.591,0.67723584605669,7.79003277465247,3.49178575346793,25.7309611645009,15.9694843561052,0.514465610419752,0.301345100663608,25.7309937359937,0.515034049532604,54.3702732507312
11.5915,0.692534209627553,7.9895766473159,3.49825765819128,25.7398940584469,19.762091427961,0.514635246732707,0.377200151156654,25.7401976207211,0.515034049532604,54.3703781964437
11.592,0.707357610510272,8.18292535448181,3.50170849392067,25.7507223985774,23.551269094339,0.514842795928408,0.452996631649165,25.7509354862363,0.515417544729575,54.3704831246667
11.5925,0.721695814974369,8.36994541270916,3.50215453988038,25.7634436616157,27.3337830590778,0.515088215421845,0.52868134210256,25.7632073325393,0.515801039926547,54.3705880354031
11.593,0.73553892057634,8.55050765969139,3.49960334576208,25.7780538600625,31.1070107279941,0.515371431903943,0.604184586288003,25.7785471404182,0.516184535123518,54.3706929286558
11.5935,0.748877363049201,8.72448734412001,3.49405169203724,25.7945478012408,34.8687539852542,0.515692344527984,0.679465909875756,25.7938869482971,0.51656803032049,54.3707978044278
11.594,0.76170192296241,8.89176421255317,3.48548617313081,25.8129193355616,38.617383297744,0.516050835339777,0.754497337300885,25.8122947177517,0.51656803032049,54.370902662722
11.5945,0.774003732146892,9.05222259322033,3.47388163216525,25.8331616369471,42.3518222445156,0.516446775129418,0.829261821263911,25.8322364679942,0.516951525517461,54.3710075035412
11.595,0.78577427988121,9.20575147671143,3.45920045739589,25.8552674981489,46.0716225624541,0.516880019561488,0.903715907011382,25.8552461798125,0.517335020714432,54.3711123268885
11.5955,0.797005418833554,9.35224459348114,3.44140039603241,25.8792294705792,49.7762671588033,0.517350414066856,0.977862114460146,25.8782558916308,0.518102011108375,54.3712171327666
11.596,0.807689370756998,9.49160048813475,3.42044581796125,25.905039779628,53.4649690366149,0.517857807258193,1.05171065089269,25.9043335650248,0.518485506305347,54.3713219211785
11.5965,0.817818731932557,9.62372259042465,3.39631404859972,25.9326901140488,57.1363686466088,0.518402042849669,1.12523171501583,25.9319452192068,0.518869001502318,54.3714266921271
11.597,0.827386478356615,9.74851928291237,3.36900709594288,25.9621711814966,60.7879011447107,0.518982937732355,1.19834781572442,25.9626248349645,0.520019487093232,54.3715314456154
11.5975,0.836385970669256,9.86590396525117,3.33857124751112,25.9934718727872,64.4148640176686,0.519600271693416,1.27098802852091,25.9933044507222,0.520402982290204,54.3716361816462
11.598,0.844810958820119,9.97579511504503,3.30511096046262,26.0265781489795,68.0102407512418,0.520253782056852,1.34305342521902,26.0270520280557,0.520786477487175,54.3717409002225
11.5985,0.8526555864678,10.0781163452322,3.26878532784615,26.061471999724,71.5651622266075,0.520943131957131,1.41434617589639,26.062333586177,0.521553467881118,54.3718456013471
11.599,0.859914395110431,10.1727964579621,3.22980105231398,26.0981305426936,75.0690096521606,0.521667886635802,1.48467253879386,26.0976151442984,0.522320458275061,54.371950285023
11.5995,0.866582327944126,10.2597694949234,3.18839485215174,26.1365254754149,78.5107212335083,0.522427521272759,1.55386600904152,26.1359646639956,0.523087448669004,54.3720549512531
11.6,0.87265473344622,10.3389747840811,3.14477826325194,26.1766236315449,81.8819032865169,0.523221388922517,1.62160458998587,26.1758481644806,0.523854439062946,54.3721596000402
11.6005,0.878127368681482,10.4103569828019,3.09910044684909,26.2183882814424,85.1766963032105,0.524048742654788,1.68781033909835,26.2187996265414,0.525004924653861,54.3722642313874
11.601,0.882996402328139,10.4738661173235,3.05141988092148,26.2617809993246,88.3941752255711,0.524908829259525,1.75253607984725,26.2617510886022,0.525771915047804,54.3723688452974
11.6015,0.887258417422154,10.5294576185498,3.00165439213285,26.3067645301613,91.5399481212609,0.525800905229982,1.81576780197972,26.3062365314509,0.526538905441746,54.3724734417733
11.602,0.890910413817121,10.5770923541364,2.94960048321882,26.3533052703603,94.6230126749554,0.526724274514813,1.87770933735213,26.3537899358753,0.527305895835689,54.3725780208178
11.6025,0.893949810358647,10.6167366568519,2.89499837996109,26.4013744478159,97.6536971479217,0.527678339352808,1.938550014638,26.4013433402998,0.528456381426603,54.372682582434
11.603,0.896374446770917,10.6483623491859,2.83761574370296,26.4509476279721,100.639023476589,0.528662591294637,1.99845775267193,26.4504307255121,0.529223371820546,54.3727871266246
11.6035,0.898182585254635,10.6719467641909,2.77735277280448,26.5020021180829,103.578936966583,0.529676572508704,2.05746710359609,26.5025860723002,0.53037385741146,54.3728916533927
11.604,0.89937291179469,10.6874727625394,2.71431477544726,26.5545129202076,106.464271532235,0.530719799391594,2.11544042795915,26.5547414190883,0.531524343002375,54.3729961627411
11.6045,0.899944537176774,10.694928745784,2.64881963371412,26.608448535075,109.278187937099,0.531791677938982,2.17207376159417,26.6084307466643,0.532291333396318,54.3731006546728
11.605,0.89989699771199,10.6943086658086,2.58131707537556,26.6637683806253,112.001194264707,0.532891441985462,2.22698242433473,26.6636540550282,0.533441818987232,54.3732051291905
11.6055,0.89923025566891,10.685612030464,2.51224298079065,26.7204231244907,114.617781197631,0.534018170501057,2.27993163805661,26.72041134418,0.534592304578146,54.3733095862973
11.606,0.897944699412613,10.6688439053819,2.44182642677372,26.7783588756346,117.125223377516,0.5351707913489,2.33055175330956,26.7787026141196,0.53574279016906,54.3734140259961
11.6065,0.896041143250534,10.6440149119635,2.37000135211133,26.8375231426791,119.531844800474,0.536348192218194,2.37905172386792,26.8369938840593,0.536893275759974,54.3735184482896
11.607,0.893520826985068,10.6111412215444,2.29645996319881,26.8978697240827,121.854480813764,0.537549431118664,2.42590387800719,26.8983531155747,0.538043761350889,54.3736228531809
11.6075,0.890385415173141,10.5702445457366,2.22077302828923,26.9593611923534,124.111392268709,0.538773735276954,2.47131275515164,26.9597123470901,0.539194246941803,54.3737272406729
11.608,0.886636996093106,10.5213521229536,2.14264541968808,27.0219662673029,126.308907530049,0.540020448433122,2.51553986953375,27.0226055593935,0.540728227729689,54.3738316107683
11.6085,0.882278080419564,10.4644967011248,2.06213415528008,27.0856528283176,128.437336529199,0.541288961808156,2.55851363061256,27.0854987716968,0.541878713320603,54.3739359634703
11.609,0.877311599606916,10.3997165166119,1.9796507982866,27.1503808784406,130.474863962683,0.542578514123282,2.59969562988316,27.149925964788,0.543412694108488,54.3740402987815
11.6095,0.871740903982664,10.3270552693391,1.8958009927544,27.2160987175153,132.396492335976,0.543888098822033,2.63864316512297,27.215887138667,0.544563179699403,54.374144616705
11.61,0.865569760551645,10.2465620941519,1.81109142537163,27.2827449758251,134.18854090411,0.545216540862128,2.67512499526876,27.283382293334,0.545713665290317,54.3742489172436
11.6105,0.858802350512336,10.1582915284218,1.72564223316773,27.3502563992745,135.857152893893,0.546562619532241,2.70918968519441,27.350877448001,0.547247646078203,54.3743532004002
11.611,0.85144326648728,10.062303475921,1.63911305356899,27.4185771132251,137.425702907368,0.547925153980263,2.74094810687048,27.418372602668,0.548781626866088,54.3744574661777
11.6115,0.843497509469281,9.95866316699062,1.55095889268305,27.487662768586,138.916918536211,0.549303137820806,2.77098725530013,27.4874017381228,0.549932112457002,54.3745617145791
11.612,0.834970485484938,9.84744111502093,1.46083445816738,27.5574766008326,140.33841045063,0.550695829980844,2.79978138486496,27.5579648543655,0.551466093244888,54.3746659456072
11.6125,0.825868001978215,9.72871306928106,1.3688347580388,27.6279806765932,141.677892592417,0.552102534942174,2.8270384604672,27.6285279706083,0.552616578835802,54.3747701592648
11.613,0.816196263916122,9.60255996412332,1.27549564200209,27.6991271289203,142.9079167156,0.553522336742338,2.85216874018448,27.699091086851,0.554150559623688,54.374874355555
11.6135,0.805961869619488,9.46906786460202,1.18151591243573,27.7708549498152,144.003366864038,0.554954046236912,2.87466923810865,27.7711881838816,0.555684540411574,54.3749785344806
11.614,0.795171806320803,9.32832790853222,1.08732634415464,27.8430954017978,144.958441066258,0.556396327301669,2.89445502091525,27.8432852809123,0.557218521199459,54.3750826960445
