t,pwm,V,i,theta_m,omega_m,theta_l,omega_l,enc_m,enc_o,temp
1.5105,0.894876685589122,10.6288263337712,0.74244010714746,23.4120202333382,183.014459849319,0.467702735899839,3.65764415197216,23.4116147847107,0.468247635502092,36.8676546077934
1.511,0.895449282203437,10.6362949852622,0.735557045503426,23.5036346990232,183.443402890635,0.469533716099251,3.66627664566997,23.5036536319838,0.470165111486949,36.8706764135347
1.5115,0.895988122828027,10.6433233412351,0.728955792661213,23.5954536748024,183.832500226415,0.471368858549236,3.67429315427029,23.5956924792569,0.472082587471806,36.8736977156836
1.512,0.896493170656163,10.6499109216021,0.723184538005773,23.6874561553565,184.177421989868,0.473207779046034,3.68138883292301,23.6877313265301,0.474000063456663,36.8767185143241
1.5125,0.896964390140192,10.6560572626982,0.717848628369921,23.7796290237105,184.514051426428,0.475050151887784,3.6881025340782,23.7797701738032,0.475534044244549,36.8797388095401
1.513,0.89740174699433,10.6617619173174,0.712039876823451,23.8719773220742,184.87914202789,0.476895984532817,3.69522804605341,23.8718090210763,0.477451520229406,36.8827586014155
1.5135,0.897805208197402,10.6670244547487,0.705337334011713,23.9645145072543,185.269598692495,0.478745525867102,3.70293729108355,23.9638478683495,0.479368996214263,36.8857778900342
1.514,0.898174741995539,10.6718444608114,0.698276988891225,24.0572433120542,185.64562050741,0.480598906443675,3.71058501520938,24.0574206964105,0.48128647219912,36.8887966754801
1.5145,0.898510317904832,10.6762215378891,0.691760943744782,24.150148423173,185.974823967542,0.482455908175344,3.71742191146866,24.1494595436836,0.483203948183977,36.891814957837
1.515,0.898811906713937,10.6801553049644,0.686052408737933,24.2432092592126,186.268520191018,0.484316121449871,3.72343118663547,24.2430323717447,0.484737928971863,36.8948327371888
1.5155,0.899079480486633,10.6836453976517,0.680477847779726,24.3364187057701,186.569266038927,0.486179317106505,3.72935143990392,24.3366051998057,0.48665540495672,36.8978500136192
1.516,0.899313012564339,10.6866914682305,0.674179562589356,24.4297867988477,186.90310627157,0.488045617384432,3.73584967180491,24.4301780278667,0.488572880941577,36.9008667872122
1.5165,0.899512477568576,10.6892931856771,0.667081629987239,24.5233250895175,187.25005640744,0.489915271837587,3.74276814081558,24.5237508559277,0.490490356926434,36.9038830580514
1.517,0.899677851403394,10.6914502356964,0.659979728457434,24.6170292120552,187.566433743273,0.491788288329171,3.74929782551527,24.6173236839888,0.492407832911291,36.9068988262208
1.5175,0.899809111257741,10.6931623207531,0.653643373687523,24.7108794073637,187.834347490717,0.493664335952956,3.7548926696252,24.7108965120498,0.494325308896148,36.9099140918039
1.518,0.899906235607792,10.6944291601016,0.647940739869564,24.8048585499705,188.082222936813,0.495543032255338,3.7598925399057,24.8044693401108,0.496242784881005,36.9129288548847
1.5185,0.899969204219228,10.695250489816,0.641985587068327,24.8989672364786,188.352523095614,0.497424290158586,3.7651390730875,24.8980421681718,0.498160260865862,36.9159431155469
1.519,0.899997998149469,10.6956260628192,0.635147854455378,24.9932186621526,188.653179600199,0.499308328570816,3.77101457582879,24.9931489770208,0.500077736850719,36.9189568738741
1.5195,0.899992599749857,10.6955556489112,0.62777706131222,25.087619029485,188.94828972943,0.501195332469899,3.77700102050384,25.0867218050818,0.501995212835576,36.9219701299502
1.52,0.899952992667798,10.6950390347974,0.620804885966549,25.1821559051842,189.199213067417,0.503085150522589,3.78227119025471,25.1818286139307,0.503912688820433,36.9249828838587
1.5205,0.899879161848845,10.6940760241154,0.614674069033242,25.2768079990982,189.409162588535,0.504977378607724,3.78664115028534,25.2769354227796,0.50583016480529,36.9279951356834
1.521,0.899771093538748,10.6926664374619,0.608825327639757,25.3715652048534,189.619660432187,0.506871735264502,3.79078547682475,25.3720422316285,0.507747640790147,36.931006885508
1.5215,0.899628775285438,10.6908101124188,0.602341772521689,25.4664357521524,189.862528763691,0.508768296309778,3.79545870427993,25.4656150596895,0.509665116775004,36.9340181334162
1.522,0.89945219594098,10.688506903578,0.595011919948792,25.5614320988334,190.122857960341,0.51066731577682,3.80061916389092,25.5622558493263,0.511582592759861,36.9370288794915
1.5225,0.899241345663467,10.685756682567,0.587578073076392,25.6565518553027,190.356167916786,0.512568839122869,3.80547422030241,25.6573626581752,0.513500068744718,36.9400391238175
1.523,0.898996215918864,10.6825593380721,0.580874746041129,25.7517759404851,190.540172813044,0.514472558000761,3.80940129126393,25.7524694670241,0.515034049532604,36.943048866478
1.5235,0.898716799482816,10.6789147758628,0.574854796836119,25.8470862151181,190.700925718766,0.516378077264935,3.81267576543314,25.8475762758731,0.516951525517461,36.9460581075566
1.524,0.898403090442392,10.6748229188138,0.568642218967244,25.9424820592121,190.882450657387,0.518285284077767,3.81615148589476,25.942683084722,0.518869001502318,36.9490668471367
1.5245,0.898055084197787,10.6702837069277,0.561557055999885,26.0379764512207,191.095117376982,0.520194387129976,3.82026072294194,26.0377898935709,0.520786477487175,36.9520750853021
1.525,0.897672777463976,10.6652970973562,0.553914583403402,26.133576063574,191.303332035954,0.522105578516705,3.82450482397183,26.1328967024198,0.522703953472032,36.9550828221361
1.5255,0.897256168272316,10.6598630644215,0.546657338175175,26.2292687176194,191.467284145587,0.524018714197631,3.82803789973393,26.2295374920566,0.524621429456889,36.9580900577225
1.526,0.8968052559721,10.6539815996361,0.540246496495749,26.3250330110097,191.589889415906,0.525933389364349,3.83066276713749,26.3246443009055,0.526538905441746,36.9610967921447
1.5265,0.896320041232058,10.6476527117225,0.534116829772821,26.420858845971,191.713450429226,0.527849321392178,3.8330653441776,26.4212850905423,0.528456381426603,36.9641030254863
1.527,0.895800526041812,10.6408764266323,0.527342774433341,26.5167546361741,191.869710382989,0.529766589136563,3.83600563335993,26.5163918993912,0.53037385741146,36.9671087578307
1.5275,0.895246713713284,10.6336527875646,0.519733218164915,26.6127326178818,192.042216447756,0.531685445028376,3.83941793389327,26.613032689028,0.532291333396318,36.9701139892615
1.528,0.894658608882039,10.6259818549831,0.512059789571769,26.7087895953031,192.185693237456,0.533605921122898,3.84248644419407,26.7096734786648,0.534208809381175,36.9731187198621
1.5285,0.894036217508602,10.6178637066339,0.505143503591301,26.8049059530394,192.279737708106,0.535527695668271,3.84461173729976,26.8047802875137,0.536126285366032,36.9761229497161
1.529,0.893379546879698,10.6092984375613,0.498879689924456,26.9010641699621,192.353129982367,0.537450379488466,3.84612354348007,26.9014210771505,0.538043761350889,36.9791266789067
1.5295,0.892688605609465,10.6002861601235,0.492361314889188,26.9972648666527,192.449656780193,0.539373882870471,3.84788998454013,26.9965278859994,0.539961237335746,36.9821299075176
1.53,0.891963403640597,10.5908270040078,0.48495797938224,27.0935212728857,192.575968151853,0.541298426466601,3.85028439997956,27.0931686756362,0.541878713320603,36.985132635632
1.5305,0.891203952245452,10.580921116245,0.477067580894697,27.1898386618691,192.693587781733,0.543224182457532,3.85273956374384,27.189809465273,0.54379618930546,36.9881348633335
1.531,0.890410264027096,10.570568661223,0.469643562839301,27.2862032394997,192.764722740589,0.545150972974454,3.8544225039434,27.2864502549098,0.545713665290317,36.9911365907054
1.5315,0.889582352920307,10.5597698206997,0.463057955752659,27.3825937727943,192.797410437652,0.547078385720791,3.85522848140308,27.3830910445466,0.547631141275174,36.994137817831
1.532,0.88872023419252,10.5485247938155,0.456656436192511,27.479002117143,192.83596695725,0.549006169634754,3.85590717444968,27.4797318341834,0.549932112457002,36.9971385447939
1.5325,0.887823924444722,10.5368337971051,0.449540006235057,27.5754381099728,192.908004361809,0.550934438130277,3.85716680764369,27.5763726238202,0.551849588441859,37.0001387716772
1.533,0.886893441612302,10.5246970645083,0.441640268048044,27.6719129589198,192.991391426067,0.552863436565947,3.85882693503558,27.6714794326691,0.553767064426716,37.0031384985644
1.5335,0.885928804965837,10.5121148473805,0.433802082107639,27.7684209768371,193.040680243097,0.554793151678155,3.86003351379769,27.7681202223059,0.555684540411574,37.0061377255388
1.534,0.884930035111842,10.4990874145023,0.426773235947687,27.8649415234275,193.041506118743,0.556723230214366,3.8602806310458,27.8647610119427,0.557218521199459,37.0091364526837
1.5345,0.883897153993452,10.4856150520885,0.420309078476645,27.9614588541909,193.02781693493,0.558653304560409,3.86001675312614,27.9614018015795,0.559135997184316,37.0121346800824
1.535,0.882830184891064,10.4716980637965,0.413465470743331,28.0579761103555,193.041207723293,0.560583335681511,3.86010773127908,28.0580425912163,0.561436968366145,37.0151324078181
1.5355,0.881729152422925,10.4573367707338,0.405730157211579,28.1545066813839,193.081076390387,0.562513562435525,3.86079928477658,28.1546833808531,0.563354444351002,37.0181296359742
1.536,0.880594082545659,10.4425315114651,0.397637023655499,28.2510532823218,193.105327361152,0.564444117828762,3.86142228817158,28.2513241704899,0.565271920335859,37.0211263646339
1.5365,0.879425002554756,10.4272826420186,0.390126799542969,28.3475998170985,193.080811745635,0.566374772004574,3.86119441507672,28.3479649601266,0.567189396320716,37.0241225938804
1.537,0.878221941084993,10.4115905358912,0.383419966188155,28.4441257836645,193.023054518309,0.568305110022205,3.86015765545098,28.4446057497634,0.569106872305573,37.027118323797
1.5375,0.876984928110821,10.3954555840542,0.376752976630104,28.5406259547316,192.977629750092,0.570234931379316,3.85912777299258,28.5412465394002,0.57102434829043,37.0301135544668
1.538,0.875713994946677,10.3788781949567,0.369293647308736,28.6371117506804,192.965554045077,0.572164392486092,3.85871665410758,28.637887329037,0.572558329078316,37.0331082859732
1.5385,0.874409174247263,10.3618587945295,0.361138213782275,28.7335926713522,192.958128642065,0.574093721528217,3.85859951439458,28.7345281186738,0.574475805063173,37.0361025183992
1.539,0.873070500007765,10.3443978261882,0.353196112910074,28.8300600321975,192.911314739485,0.57602284743566,3.85790411537855,28.8296349275227,0.576776776245001,37.0390962518281
1.5395,0.871698007564014,10.326495750835,0.346101307414948,28.9264924739345,192.818452208237,0.577951387228485,3.85625505592221,28.9262757171595,0.578694252229858,37.042089486343
1.54,0.870291733592599,10.30815304686,0.339454142025241,29.0228766350826,192.718192384096,0.579879006627565,3.85422254039464,29.0229165067963,0.580611728214715,37.0450822220271
1.5405,0.868851716110931,10.2893702101426,0.332300488850413,29.1192182415906,192.648233647922,0.581805722150821,3.85263955262786,29.1195572964331,0.582529204199572,37.0480744589634
1.541,0.867377994477244,10.270147754051,0.324272877126231,29.215530373869,192.600295465851,0.583731783599538,3.85160624224258,29.2161980860699,0.584446680184429,37.0510661972351
1.5415,0.865870609390553,10.250486209442,0.316028924292404,29.3118129652007,192.530069860891,0.585657278010303,3.85037140081742,29.3113048949188,0.586364156169286,37.0540574369253
1.542,0.864329602890546,10.2303861246593,0.308465946215317,29.408048007947,192.410101124184,0.58758192825207,3.84822956625031,29.4079456845556,0.588281632154143,37.0570481781172
1.5425,0.862755018357441,10.2098480655318,0.301651135445417,29.504216156189,192.262491844006,0.589505326128467,3.84536193933638,29.5045864741924,0.590199108139,37.0600384208937
1.543,0.861146900511769,10.1888726153709,0.294742806555941,29.6003149034624,192.132497249574,0.591427321437048,3.84261929498822,29.6012272638292,0.592116584123857,37.0630281653379
1.5435,0.859505295414114,10.1674603749667,0.286993875755086,29.6963566908989,192.034652496273,0.59334810335996,3.84050839666147,29.6963340726781,0.594034060108715,37.0660174115329
1.544,0.857830250464806,10.1456119625844,0.278640139803338,29.7923492497905,191.935583069984,0.595267878108766,3.83859059855793,29.7929748623149,0.595951536093572,37.0690061595617
1.5445,0.856121814403544,10.1233280139593,0.270618983280692,29.8882815700076,191.793697798434,0.597186526851228,3.8360043712916,29.8880816711638,0.597869012078429,37.0719944095074
1.545,0.854380037308976,10.100609182291,0.263456792269611,29.9841321201434,191.608502745002,0.599103649838522,3.83248757788611,29.9847224608006,0.599786488063286,37.0749821614529
1.5455,0.852604970598225,10.0774561382377,0.256646520369931,30.0798895163386,191.421082035802,0.601018943379477,3.82868658593475,30.0798292696495,0.601703964048143,37.0779694154812
1.546,0.850796667026356,10.053869569909,0.249249892900613,30.1755611470213,191.265440694907,0.602932462482525,3.8253898262524,30.1749360784984,0.603621440033,37.0809561716754
1.5465,0.848955180685792,10.0298501828582,0.241006802200351,30.2711596097412,191.128410184408,0.604844459135223,3.82259678454179,30.2715768681352,0.605538916017857,37.0839424301183
1.547,0.847080567005677,10.005398700074,0.23264093579062,30.36668303544,190.965292610987,0.606754988507915,3.81952070622696,30.3666836769842,0.607456392002714,37.086928190893
1.5475,0.845172882751181,9.98051586197192,0.225005815741371,30.4621124919355,190.752533371156,0.6086637478598,3.81551670131151,30.4617904858331,0.609373867987571,37.0899134540823
1.548,0.843232186022749,9.95520242638368,0.218081384312445,30.5574294556912,190.515321651493,0.610570336829218,3.81083917635953,30.556897294682,0.611291343972428,37.0928982197693
1.5485,0.841258536255311,9.92945916854753,0.21100016345701,30.6526327603967,190.29789717057,0.612474631798373,3.80634070026053,30.6520041035309,0.613208819957285,37.0958824880367
1.549,0.839251994217417,9.90328688109675,0.203066033126789,30.7477351699824,190.111741172172,0.614376834991754,3.80247207326354,30.7471109123798,0.615126295942142,37.0988662589675
1.5495,0.837212622010327,9.87668637404774,0.194567604911091,30.8427436841599,189.922315537872,0.616277142368578,3.79875743403166,30.8422177212287,0.617043771926999,37.1018495326447
1.55,0.835140483067043,9.84965847478752,0.186439102560909,30.9376466263529,189.689453234002,0.618175419773799,3.79435218684946,30.9373245300776,0.618961247911856,37.104832309151
1.5505,0.833035642151305,9.8222040280605,0.179171230817289,31.0324225142508,189.414098357575,0.620071264577947,3.78902702974405,31.0324313389265,0.620878723896713,37.1078145885692
1.551,0.830898165356494,9.79432389595427,0.172242601212989,31.1270603018466,189.137052025681,0.621964379391711,3.78343222531179,31.1275381477754,0.62279619988157,37.1107963709824
1.5515,0.828728120104523,9.76601895788509,0.164728047046345,31.2215674551747,188.89156128686,0.623854822603722,3.77834062273513,31.2211109758365,0.624713675866427,37.1137776564732
1.552,0.82652557514464,9.73729011058226,0.15637023769058,31.3159565957631,188.665001066702,0.625742846363062,3.77375441462074,31.3162177846854,0.626631151851284,37.1167584451245
1.5525,0.824290600552197,9.70813826807213,0.147874312006377,31.4102262514163,188.413621545875,0.627628511508437,3.76890616688087,31.4097906127464,0.628548627836142,37.1197387370191
1.553,0.822023267727351,9.67856436166111,0.140093414543983,31.5043578962741,188.112957885271,0.629511524180713,3.76314452222333,31.5048974215953,0.630082608624027,37.1227185322397
1.5535,0.819723649393724,9.64856933991814,0.133049058825358,31.5983325836055,187.785791440421,0.631391480588736,3.75668110986914,31.5984702496563,0.632000084608884,37.1256978308692
1.554,0.81739181959699,9.61815416865639,0.1259100394152,31.6921480003601,187.475875577989,0.633268237002756,3.7503445462077,31.6920430777173,0.633917560593741,37.1286766329904
1.5545,0.815027853703424,9.58731983091423,0.117945386687757,31.7858164626242,187.197973478403,0.635141981204598,3.74463226115939,31.7856159057784,0.635835036578598,37.1316549386858
1.555,0.812631828398387,9.55606732693549,0.109356465998057,31.8793462690935,186.921252398747,0.637012925925654,3.73914662306824,31.8791887338394,0.637752512563455,37.1346327480384
1.5555,0.810203821684758,9.52439767414901,0.101044664946008,31.9727277008001,186.604474427741,0.638880975260096,3.733050714698,31.9727615619004,0.639669988548312,37.1376100611307
1.556,0.807743912881306,9.49231190714746,0.0935883762442355,32.0659394811818,186.242647099128,0.640745742228723,3.72601715981,32.0663343899614,0.641203969336198,37.1405868780456
1.5565,0.805252182621024,9.45981107766553,0.0865920951233912,32.1589682542034,185.872444987261,0.642606895187415,3.71859467495528,32.1583732372346,0.643121445321055,37.1435631988656
1.557,0.802728712849382,9.42689625455716,0.0791363735258354,32.251819063394,185.530791775126,0.644464440500799,3.71158657858313,32.2519460652956,0.645038921305912,37.1465390236735
1.5575,0.800173586822548,9.39356852377236,0.0708116456739464,32.3445051543721,185.213572137212,0.646318624593753,3.70514979323304,32.3455188933566,0.646956397290769,37.1495143525519
1.558,0.797586889105535,9.35982898833306,0.0621736522156941,32.4370286688883,184.880485927305,0.648169567995716,3.69862381461534,32.4375577406298,0.648873873275626,37.1524891855835
1.5585,0.794968705570318,9.3256787683085,0.0541199612175389,32.5293738084471,184.500072308124,0.650017041592666,3.69127057318686,32.5295965879029,0.650791349260483,37.1554635228509
1.559,0.792319123393862,9.29111900078951,0.0468921505746552,32.6215199542811,184.084511027864,0.651860632635949,3.68309359994329,32.621635435176,0.65270882524534,37.1584373644368
1.5595,0.789638231056125,9.2561508398625,0.0398126190522542,32.7134600511032,183.675876260694,0.653700113390884,3.67482941980021,32.7136742824492,0.654626301230197,37.1614107104237
1.56,0.786926118337988,9.22077545658246,0.0320368743549493,32.8052039450983,183.299699719507,0.655535603805703,3.66713223947302,32.8057131297223,0.656160282018083,37.1643835608942
1.5605,0.784182876319137,9.18499403894527,0.023481703982938,32.8967631584963,182.937153872412,0.657367351286968,3.65985768558464,32.8962179962076,0.65807775800294,37.1673559159309
1.561,0.78140859737589,9.14880779185944,0.014912073909837,32.9881339261721,182.545916830895,0.659195372246365,3.65222615200706,32.9882568434807,0.659995233987797,37.1703277756164
1.5615,0.778603375178966,9.11221793711695,0.00710311268718329,33.0792969925634,182.106348734152,0.661019347715165,3.64367572319077,33.078761709966,0.661912709972654,37.1732991400332
1.562,0.775767304691191,9.07522571336336,-8.04860305111526e-07,33.1702342269131,181.642588664773,0.662838884118191,3.63446988891086,33.1708005572391,0.663830185957511,37.1762700092639
1.5625,0.772900482165177,9.03783237606752,-0.00722023748850335,33.26094392211,181.196192122925,0.664653853381556,3.6254071645496,33.2613054237244,0.665364166745397,37.1792403833909
1.563,0.770003005140903,9.00003919749004,-0.0152522174188991,33.3514383243262,180.781416741738,0.666464444938731,3.61695906415237,33.3518102902096,0.667281642730254,37.1822102624969
1.5635,0.767074972443284,8.96184746665154,-0.023924239561067,33.4417262424381,180.370255705966,0.668270876915736,3.60876884386818,33.440781175907,0.66881562351814,37.1851796466643
1.564,0.76411648417965,8.92325848929979,-0.0323838443482891,33.5317994491049,179.92257096091,0.670073078685682,3.60003823591508,33.5312860423922,0.670733099502997,37.1881485359755
1.5645,0.761127641737196,8.88427358787647,-0.0400081728364711,33.6216372729475,179.428724409532,0.671870682680778,3.59037774446728,33.6217909088775,0.672650575487854,37.1911169305131
1.565,0.758108547780355,8.84489410148289,-0.0470607341995901,33.7112243260782,178.919488113622,0.673663330870329,3.58021501373632,33.7107617945749,0.674184556275739,37.1940848303595
1.5655,0.755059306248129,8.80512138584516,-0.0544069681116304,33.800562542877,178.433379081405,0.675450969205595,3.57033832732832,33.8012666610601,0.676102032260596,37.1970522355971
1.566,0.751980022351368,8.76495681327872,-0.0626029536403157,33.8896649929453,177.976421191833,0.677233821186319,3.56106959556513,33.8902375467575,0.678019508245453,37.2000191463084
1.5665,0.748870802569984,8.72440177265197,-0.071318269359588,33.9785381512622,177.516212075547,0.679012072133708,3.55193419399342,33.9792084324548,0.67993698423031,37.2029855625758
1.567,0.745731754650106,8.68345766934921,-0.0796851447000435,34.0671711513662,177.01578834048,0.680785595603785,3.54215968631494,34.0666453373643,0.681470965018196,37.2059514844817
1.5675,0.742562987601201,8.64212592523306,-0.0871979000595626,34.1555430273403,176.471715556302,0.682554004230901,3.53147482215086,34.1556162230617,0.683388441003053,37.2089169121085
1.568,0.739364611693113,8.60040797860582,-0.0942289800011482,34.2436402764597,175.917280920939,0.684316968743442,3.52038322800861,34.2430531279712,0.684922421790939,37.2118818455385
1.5685,0.736136738453073,8.55830528417051,-0.101640652206643,34.3314666558177,175.38823651112,0.686074475161419,3.50964244390055,34.3320240136685,0.686839897775796,37.2148462848541
1.569,0.732879480662627,8.51581931299078,-0.109904434899345,34.4190353675015,174.886610224054,0.687826759146864,3.49949349788109,34.419460918578,0.688757373760653,37.2178102301376
1.5695,0.729592952354536,8.47295155245047,-0.118628191275736,34.5063517856542,174.379062386958,0.689573988471579,3.48942380097964,34.5068978234875,0.69067484974551,37.2207736814715
1.57,0.726277268809599,8.42970350621216,-0.126957473803593,34.5934042104237,173.83063669071,0.691316016706522,3.47868913878742,34.5928007476091,0.692208830533396,37.2237366389379
1.5705,0.722932546553436,8.38607669417525,-0.134433017091054,34.6801717717674,173.239608684323,0.693052453650874,3.4670586386216,34.6802376525186,0.694126306518253,37.2266991026192
1.571,0.719558903353208,8.34207265243315,-0.141443212708383,34.7666413827546,172.638835264516,0.694782978012002,3.45503880588923,34.7661405766402,0.695660287306138,37.2296610725978
1.5715,0.716156458214283,8.29769293322978,-0.148831695399565,34.8528168445908,172.06301208024,0.696507579192125,3.44336591460614,34.8520435007618,0.697577763290995,37.2326225489558
1.572,0.712725331376847,8.25293910491539,-0.157064264929401,34.93871129008,171.514769876547,0.698226491293226,3.43228248979399,34.9394804056712,0.699111744078881,37.2355835317756
1.5725,0.709265644312472,8.20781275190181,-0.165778185567741,35.0243306130755,170.962522105216,0.699939888775744,3.42130744027749,35.0253833297928,0.700645724866767,37.2385440211393
1.573,0.705777519720603,8.16231547461656,-0.174141968400004,35.1096640935761,170.371399897152,0.701647643195022,3.40971023683852,35.1097522731266,0.702563200851624,37.2415040171293
1.5735,0.702261081525019,8.11644888945677,-0.181661380093568,35.1946911429984,169.736797792156,0.703349375028942,3.39721709884032,35.1956551972482,0.704097181639509,37.2444635198277
1.574,0.698716454870221,8.07021462874202,-0.188649118032368,35.2793974429501,169.088402014765,0.705044746220916,3.38426766905333,35.2800241405819,0.706014657624366,37.2474225293167
1.5745,0.695143766117774,8.02361434066661,-0.195917942105168,35.3637849466393,168.461612741821,0.70673371033049,3.37158876924247,35.3643930839156,0.707548638412252,37.2503810456786
1.575,0.691543142842589,7.97664968925116,-0.204006314672687,35.4478663930823,167.864173030349,0.708416483878479,3.35950542271534,35.4487620272493,0.709082619200138,37.2533390689955
1.5755,0.687914713829152,7.92932235429329,-0.212675990060601,35.5316497731012,167.269347045431,0.710093270815099,3.34764232376665,35.5315969897951,0.710616599988023,37.2562965993497
1.576,0.6842586090677,7.88163403131783,-0.221142841397577,35.6151274118573,166.641207978641,0.711764002006121,3.33528244031854,35.6144319523409,0.71253407597288,37.2592536368231
1.5765,0.680574959750352,7.83358643152634,-0.228809084077252,35.698279695853,165.967928004423,0.713428331245873,3.32203451868721,35.6988008956746,0.714068056760766,37.2622101814981
1.577,0.67686389826716,7.78518128174557,-0.235810868273915,35.7810897517849,165.272295722928,0.715085886998219,3.30818849069894,35.7816358582205,0.715985532745623,37.2651662334567
1.5775,0.673125558202135,7.73642032437567,-0.242884329721068,35.8635554464098,164.590482776804,0.716736544561163,3.29444176107806,35.8644708207663,0.717519513533509,37.268121792781
1.578,0.669360074329191,7.68730531733728,-0.250690201943101,35.9456878786572,163.939246212525,0.718380470757737,3.28126302521371,35.9457718025242,0.719053494321394,37.2710768595531
1.5785,0.665567582608075,7.63783803401837,-0.259220265385908,36.0274980007217,163.30124204546,0.72001790540152,3.26847554992124,36.0286067650701,0.720970970306251,37.2740314338552
1.579,0.661748220180189,7.58802026321986,-0.267813084562216,36.1089835538991,162.640970664281,0.721648880371964,3.25542433185382,36.1083737660401,0.722504951094137,37.2769855157692
1.5795,0.657902125364399,7.53785380910086,-0.275748610237828,36.1901278964655,161.936399601598,0.723273127162841,3.24156283165567,36.189674747798,0.724038931882023,37.2799391053773
1.58,0.654029437652788,7.48734049112332,-0.282882295892242,36.2709115138846,161.198070074704,0.724890250757752,3.2269315479851,36.270975729556,0.72595640786688,37.2828922027614
1.5805,0.65013029770633,7.4364821439956,-0.289762984232995,36.3513258867449,160.459421366314,0.72650001214283,3.21211399232725,36.350742730526,0.727490388654765,37.2858448080037
1.581,0.64620484735053,7.38528061761561,-0.297147282878293,36.4313776462105,159.747616496173,0.72810247169537,3.19772421783492,36.432043712284,0.72864087424568,37.2887969211861
1.5815,0.642253229571011,7.33373777701318,-0.305346696410767,36.5110796721118,159.060487109013,0.729697873008652,3.18388103529119,36.5102767324661,0.730174855033565,37.2917485423906
1.582,0.638275588509032,7.28185550229172,-0.313968813208128,36.5904370147725,158.368883533484,0.731286372211072,3.17011577438584,36.5900437334362,0.732092331018422,37.2946996716993
1.5825,0.634272069456982,7.22963568856933,-0.322258817056242,36.6694396470679,157.641645648236,0.732867845410128,3.15577702184046,36.6698107344063,0.733626311806308,37.297650309194
1.583,0.630242818853779,7.17708024591885,-0.329736973514245,36.7480679662106,156.871630922667,0.734441934274083,3.14057843398016,36.7480437545884,0.735160292594194,37.3006004549569
1.5835,0.626187984280254,7.12419109930767,-0.336592546229369,36.8263061738613,156.081199680184,0.736008286395849,3.12483005308397,36.8262767747706,0.736694273382079,37.3035501090697
1.584,0.622107714454462,7.07097018853646,-0.343516990078763,36.9041523201021,155.303385282971,0.737566787298363,3.10917355696825,36.9045097949528,0.738228254169965,37.3064992716145
1.5845,0.618002159226943,7.01741946817752,-0.35113133973926,36.9816168951805,154.55491503045,0.739117594340188,3.09405461033221,36.981208834347,0.73976223495785,37.3094479426731
1.585,0.613871469575941,6.96354090751227,-0.359485137652287,37.058711399812,153.823103495529,0.74066094992122,3.0793677137979,37.0594418545292,0.741679710942707,37.3123961223276
1.5855,0.60971579760254,6.90933649046792,-0.368026274392947,37.1354363122898,153.076546415771,0.742196929670212,3.06455128217017,37.1361408939235,0.743213691730593,37.3153438106597
1.586,0.605535296525794,6.85480821555383,-0.376049030557282,37.2117780164311,152.290270149507,0.743725327694579,3.04904081529471,37.2113059525299,0.744747672518479,37.3182910077513
1.5865,0.601330120677762,6.7999580957969,-0.383251413985459,37.2877168762676,151.465169196344,0.745245765924702,3.03271210520001,37.2880049919242,0.746281653306364,37.3212377136844
1.587,0.597100425498515,6.74478815867628,-0.389963235220258,37.3632398722444,150.62681471074,0.746757936398575,3.01596979029282,37.3631700505306,0.74781563409425,37.3241839285407
1.5875,0.592846367531078,6.68930044605754,-0.396879688344438,37.4383479090348,149.805332451114,0.748261785245318,2.99942559667851,37.438335109137,0.749349614882136,37.3271296524021
1.588,0.588568104416324,6.63349701412597,-0.404523336662763,37.5130523630689,149.012483685199,0.749757498872077,2.98342891035685,37.5135001677434,0.750883595670021,37.3300748853505
1.5885,0.584265794887829,6.57737993331951,-0.412852383834261,37.5873637954828,148.233245970451,0.751245308496623,2.96780958782473,37.5871312455619,0.752417576457907,37.3330196274676
1.589,0.579939598766648,6.52095128826063,-0.421302389301542,37.6612814993768,147.437569605275,0.752725264878318,2.95201593895825,37.6607623233804,0.753568062048821,37.3359638788353
1.5895,0.575589676956063,6.46421317768778,-0.429214153293632,37.7347916047725,146.602851977572,0.754197151509583,2.93553058610117,37.7343934011989,0.755102042836707,37.3389076395353
1.59,0.571216191436258,6.40716771438598,-0.436318887926923,37.8078748869915,145.730276898445,0.755660596287016,2.91824852362915,37.8080244790174,0.756636023624592,37.3418509096493
1.5905,0.56681930525898,6.34981702511713,-0.442925235180691,37.8805183153926,144.843436706072,0.757115294540492,2.90054449027333,37.880121576048,0.757786509215507,37.3447936892593
1.591,0.5623991825421,6.29216325054913,-0.449685324347166,37.9527219232579,143.970994755026,0.758561179213156,2.88299420038339,37.9522186730786,0.759703985200364,37.3477359784468
1.5915,0.557955988464152,6.23420854518459,-0.457124327025583,38.024496268777,143.126387321361,0.759998418482666,2.86596287765768,38.0243157701093,0.760854470791278,37.3506777772937
1.592,0.553489889258819,6.17595507728895,-0.465274625062469,38.0958525793905,142.298855132774,0.761427248061234,2.84935543661175,38.0964128671399,0.762388451579164,37.3536190858816
1.5925,0.549001052209368,6.11740502881785,-0.473663862234097,38.1667926571658,141.46145596809,0.762847760272369,2.83269340792937,38.1669759833826,0.763538937170078,37.3565599042923
1.593,0.544489645643018,6.05856059534371,-0.481649741835161,38.2373054801233,140.589835861954,0.76425979649337,2.81545147607511,38.2375390996254,0.765072917957964,37.3595002326074
